ID,Title,Client,Source,Status,Geography,Domains,Date Posted,Date Found,Deadline,AI Summary,Description,Notes,Dismissal Reason,Tier,Language,Original URL,Source Listing URL
ElKCFgipBjNYXPmakapd,Open tender for the procurement of consulting services for project implementation No. 1,БО «БФ «Рідні»,Prostir.UA,Dismissed,,"consulting, protection, child protection",2026-05-08,2026-05-09,2026-05-22,"Charitable Organization ""CF ""Ridni"" is conducting an open tender to procure consulting services for project implementation. This procurement is part of a project focused on strengthening child care and protection and supporting families with children in Dnipro city. The deadline for proposal submission is May 22, 2026.","Charitable organization ""CF ""Ridni"" announces an open tender for the procurement of ""Consulting services for the Customer on project implementation"". The procurement is carried out within the framework of the project ""Strengthening the child care and protection system and comprehensive support for families with children in Dnipro city"". The deadline for submission of proposals is: 22.05.2026. Date of decision on the results of the procedure (estimated): by 29.05.2026. Tender documentation (including [Technical Task] and [List of documents to be submitted by the participant]):",,Grant / Goods,1,uk,https://www.prostir.ua/?grants=vidkrytyj-konkurs-schodo-zakupivli-posluhy-u-sferi-konsultuvannya-schodo-realizatsiji-projektu-1,https://www.prostir.ua/category/jobs/
EzO393nXa4ibXP1jFsY6,Open tender for the procurement of consulting services for project implementation No. 2,БО «БФ «Рідні»,Prostir.UA,Dismissed,,"consulting, protection, child protection",2026-05-08,2026-05-09,2026-05-22,"Charitable organization ""CF ""Ridni"" is conducting an open tender to procure consulting services for project implementation. This procurement is part of a project focused on strengthening child care and protection systems and supporting families with children in Dnipro city. The deadline for proposal submission is May 22, 2026.","Charitable organization ""CF ""Ridni"" announces an Open tender for the procurement of ""Consulting services for the Customer on project implementation"". The procurement is carried out within the framework of the project ""Strengthening the system of care and protection of children and comprehensive support for families with children in Dnipro city"". The deadline for submission of proposals is: 22.05.2026. The date of the decision on the results of the procedure (estimated): by 29.05.2026. Tender documentation (including [...]",,Grant / Goods,1,uk,https://www.prostir.ua/?grants=vidkrytyj-konkurs-schodo-zakupivli-posluhy-u-sferi-konsultuvannya-schodo-realizatsiji-projektu-2,https://www.prostir.ua/category/jobs/
TYXhbXyYcb1Pre5UtmJM,Tender for the purchase of services for organizing events in Poltava,БО “Платформа Співробітництва – Центр громадського та соціального розвитку”,Prostir.UA,Dismissed,Ukraine,"training, gender, capacity building",2026-05-08,2026-05-09,2026-05-12,"This tender is for the organization and delivery of two-day training sessions in Poltava, Ukraine, between May and December 2026. The procurement is being conducted by CF ""Cooperation Platform – Center for Public and Social Development"" as part of the ""GEN-Recovery"" project, funded by the Norwegian government. The services are aimed at strengthening the capacity of local NGOs.","CF ""Cooperation Platform – Center for Public and Social Development"", EDRPOU code 25060084 (legal address: 36008, Poltava region, Poltava district, Shcherbani village, H. Bilichenka St., 29-b, apt. 370) within the framework of the project ""Building gender-inclusive recovery together with the women's movement of Ukraine""/GEN-Recovery"" invites to participate in the procurement for the subject: services for organizing trainings in May-December 2026. Name [...]",,Wrong sector / domain,1,uk,https://www.prostir.ua/?grants=tender-na-zakupivlyu-posluh-z-orhanizatsiji-zahodiv-v-m-poltava,https://www.prostir.ua/category/jobs/
P4Yw35csvaepWkv3tsed,Integration Of Young People Towards The Care And Social Care Profession,Agence Francaise De Developpement,Global Tenders,Dismissed,,"capacity building, training, governance, livelihoods, economic recovery, development",2026-05-08,2026-05-09,2026-05-23,"This tender seeks to integrate young people into the care and social care profession. The estimated value of the contract is SEK 12,000,000.","This tender seeks to integrate young people into the care and social care profession. The estimated value of the contract is SEK 12,000,000.",,Wrong sector / domain,2,en,https://www.globaltenders.com/tender-detail/integration-of-young-people-towards-the-care-mUgRUuJi2zFn4iP9,https://www.globaltenders.com/funding-agency/agence-francaise-de-developpement-tenders
HjV3iCFzS8kIRGnTQsFS,Consultancy service required for Project External Evaluation on Behalf of Welthungerhilfe Country Office Pakistan,"Welthungerhilfe, Pakistan",Welthungerhilfe,Dismissed,,"evaluation, assessment",2026-05-08,2026-05-09,2026-05-21,"Welthungerhilfe Pakistan is seeking consultancy services for an external evaluation of a project. This tender is for organizations to provide evaluation services, not for direct funding or employment.","This tender is for consultancy services required for a project external evaluation on behalf of Welthungerhilfe Country Office Pakistan. The contracting authority is Welthungerhilfe, Pakistan.",,,2,en,https://eu.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=454996&PP=transactions.asp&B=WELTHUNGERHILFE&PS=1,https://www.welthungerhilfe.org/tenders/
Rg57gofgwdYaGSrEw2CH,"WHH - Consultancy - Age, Gender, and Diversity (AGD) - Protection",WHH,NGOs-Jobs/Bids,Dismissed,,"protection, gender, GBV, Gender Analysis, Gender Mainstreaming, Disability Inclusion, Special Needs Assessment",2026-05-07,2026-05-09,2026-05-17,"This is a consultancy opportunity focused on Age, Gender, and Diversity (AGD) within protection programming. The tender package will be available starting May 7, 2026, with submissions due by May 17, 2026.","This is a consultancy opportunity focused on Age, Gender, and Diversity (AGD) in protection. The tender package is available from May 7, 2026, with a submission deadline of May 17, 2026.",,,2,en,https://ngosjobs-bids.com/index.php/bids/5912-njb5912-whh-consultancy-age-gender-and-diversity-agd-protection,https://ngosjobs-bids.com/index.php/bids
U9bo4TW1hra4tMjoi2gV,"Consultancy for the Design and Operationalization of an Integrated Monitoring, Evaluation and Learning (MEL) Data Architecture and Strategic Dashboard",International Union for Conservation of Nature,ReliefWeb,Dismissed,,"monitoring, evaluation, M&E, data, data collection, methodology",2026-05-08,2026-05-09,2026-05-20,"The International Union for Conservation of Nature (IUCN) is seeking proposals for a consultancy to design and operationalize an integrated Monitoring, Evaluation, and Learning (MEL) data architecture and strategic dashboard system, including impact storytelling. This procurement requires a detailed proposal adhering to specific instructions to avoid disqualification.","International Union for Conservation of Nature: Consultancy for the Design and Operationalization of an Integrated Monitoring, Evaluation and Learning (MEL) Data Architecture and Strategic Dashboard System and Impact Story telling - Great Blue Wall Welcome to this Procurement by IUCN. You are hereby invited to submit a Proposal. Please read the information and instructions carefully because non-compliance with the instructions may result in disqualification of your Proposal from this Procurement. 1.1. A detailed description of the services and/or goods to be provided can be found in Attachment 1. 2.1. During the course of this procurement, i.e. from the publication of this RfP to the award of a contract, you may not discuss this procurement with any IUCN e",,Wrong sector / domain,1,en,https://reliefweb.int/job/4211082/consultancy-design-and-operationalization-integrated-monitoring-evaluation-and-learning-mel-data-architecture-and-strategic-dashboard,https://reliefweb.int/jobs
1w3q4tZWxaIAEQXhRbcK,CONSULTANCY TO CONDUCT THE BUSINESS DEVELOPMENT MODULE ADAPTATION,Handicap International - Humanity & Inclusion,ReliefWeb,Dismissed,,"livelihoods, economic recovery, capacity building, training, Disability Inclusion, Vulnerable Populations",2026-05-08,2026-05-09,2026-05-22,"This is a consultancy opportunity to adapt a business development module for the ""Unlocking Opportunities Project"" by Handicap International (Humanity & Inclusion). The project aims to empower young women and men with disabilities to access dignified work in Kenya. The consultancy involves adapting existing materials to better suit the target beneficiaries.","Handicap International - Humanity & Inclusion: UNLOCKING OPPORTUNITIES PROJECT: Empowering young women and men with disabilities to access dignified and fulfilling work in Kenya. 1. General Information 1. Humanity & Inclusion (HI) and project context Handicap International, operating name Humanity & Inclusion, HI, is an independent and impartial international solidarity organization that intervenes in situations of poverty and exclusion, conflict, and disaster. Currently, HI supports people with disabilities and the most vulnerable in more than 60 countries around the world by meeting their basic needs, improving their living conditions, and promoting respect for their dignity and fundamental rights. Since 2007, HI has built its expertise in the field of protection against violence by combining strategies and mechan",,Wrong sector / domain,1,en,https://reliefweb.int/job/4211137/consultancy-conduct-business-development-module-adaptation,https://reliefweb.int/jobs
10nWxYOCrkzlihlayAWx,NIJ FY25 Research and Evaluation on Youth Justice Topics,National Institute of Justice,Grants.gov,Dismissed,,"research, evaluation",,2026-05-09,,The National Institute of Justice (NIJ) is seeking research and evaluation proposals focused on youth justice topics for Fiscal Year 2025. This opportunity aims to advance understanding and inform policy and practice within the youth justice system.,The National Institute of Justice (NIJ) is seeking research and evaluation proposals focused on youth justice topics for Fiscal Year 2025. This opportunity aims to advance understanding and inform policy and practice within the youth justice system.,,,1,en,https://www.grants.gov/search-grants?cfda=362333,https://simpler.grants.gov/search
25nn2TG8OxEZoK8RzGKq,Collective Needs Analysis and Planning following Humanitarian Coordination Transitions: Options and Considerations for NGOs,Norwegian Refugee Council,ReliefWeb,Dismissed,,"humanitarian, protection, assessment, planning, research, coordination",2026-05-08,2026-05-09,2026-05-22,"This document from the Norwegian Refugee Council addresses the challenges NGOs face as humanitarian coordination structures like HNRPs and RRPs are phased out in certain countries. It explores options for NGOs to collectively analyze needs, plan responses, maintain visibility for assistance and protection risks, and coordinate efforts outside of formal humanitarian planning processes.","Norwegian Refugee Council: As the humanitarian system faces increasing pressure due to rising needs and funding shortfalls, the IASC system is forced to narrow its focus and prioritize. IASC systems and structures will have a more limited footprint in many country contexts and, in some cases, will be phased out altogether.* In countries that will no longer have a Humanitarian Needs and Response Plan (HNRPs) or Refugee Response Plan (RRPs), NGOs are now faced with the questions of how to maintain visibility for assistance needs and protection risks, how to collectively plan and fundraise, and how to coordinate responses outside formal architectures and traditional humanitarian planning processes. While UN agencies will likely use the UN Sustainable Development Cooperation Frameworks (UNSDCFs) to guide their work in",,Wrong sector / domain,1,en,https://reliefweb.int/job/4211210/collective-needs-analysis-and-planning-following-humanitarian-coordination-transitions-options-and-considerations-ngos,https://reliefweb.int/jobs
C5OuTnuTtyECXHrlzaid,Rehabilitation and provision of a solar energy system for the Amouda public water source,غير معلن,NSJobs,Dismissed,,"infrastructure, WASH",2026-05-08,2026-05-09,2026-05-18,"This tender seeks rehabilitation and the installation of a solar power system for a public water source in Amouda, Al-Hasakah. The project aims to improve water access through renewable energy infrastructure.","This tender seeks rehabilitation and the installation of a solar power system for a public water source in Amouda, Al-Hasakah. The project aims to improve water access through renewable energy infrastructure.",,,1,ar,https://www.nsjobs.net/tenders/details/2xxCiS1kRz1778235734,https://www.nsjobs.net/tenders/list
TxdqjYsQ3Z88ruofOx9X,ITT FY26-0221 Translation & Interpreting Services,Plan International,ReliefWeb,Dismissed,,"translation, interpreting",2026-05-08,2026-05-09,2026-05-29,"Plan International is seeking proposals for translation and interpreting services through a competitive bidding process. The tender is divided into two lots, and bidders can submit proposals for one or both. Evaluation will be based on eligibility, technical capability, and value for money.","Plan International: Plan International is inviting interested parties to submit a proposal as part of a competitive process for the provision of one or both Lots: - LOT 1 Translation Services - LOT 2 Interpreting Services We are interested in receiving proposals which include all, or part of the following requirements. We strongly advise Bidders to include breakdown options for different elements below, should Plan International decide to proceed with only some of these requirements. Bids will be assessed by a procurement panel against set criteria, including bid eligibility, technical capability and the overall value for money proposition. Bids should include detailed information on the following technical requirements for each category. Successful Bidder(s) will be expected to enter into a **Long-Te",,Grant / Goods,1,en,https://reliefweb.int/job/4211259/itt-fy26-0221-translation-interpreting-services,https://reliefweb.int/jobs
OupgNfIoa2QjVa40YdC0,UNDP-LBN-01452 - LBN/CO/RFP/112/26-Lot 1: Provision of Professional Services for the Design of Co - UNDP - LEBANON,UNDP,UNDP Procurement,Dismissed,"Lebanon, Lebanese","research, assessment, development, infrastructure",,2026-05-08,2026-06-10,This is a Request for Proposals (RFP) from UNDP Lebanon for professional services related to the design of a project. The opportunity is specifically for Lot 1 and is located in Lebanon. Further details on the specific design services required are not provided in the description.,This is a Request for Proposals (RFP) from UNDP Lebanon for professional services related to the design of a project. The opportunity is specifically for Lot 1 and is located in Lebanon. Further details on the specific design services required are not provided in the description.,,,1,en,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45267,https://procurement-notices.undp.org
TblVOkBXjsfznRYUTsh8,Psychologist Services for Individual Psychosocial Sessions for Women,International Rescue Committee,Prostir.UA,Dismissed,Ukraine,"psychosocial support, MHPSS, Vulnerable Populations, Data Collection, Quantitative and Qualitative Methods, Quantitative, Qualitative, Methodology",2026-05-07,2026-05-08,2026-05-17,"This tender seeks a psychologist to provide individual psychosocial sessions for women in various regions of Ukraine, including Konotop, Kharkiv, Zaporizhzhia, and Kryvyi Rih. The services are part of a project focused on comprehensive support and psychosocial rehabilitation for vulnerable families, implemented by the Association of Roma Women 'Voice of Romni' with support from the International Rescue Committee. Applicants must meet specific educational, professional training, and experience requirements.","Within the framework of the project 'Comprehensive Support and Psychosocial Rehabilitation for Vulnerable Families in Dnipropetrovsk, Zaporizhzhia, Kharkiv, and Sumy regions', implemented by the public organization 'Association of Roma Women Voice of Romni' with the support of the International Rescue Committee, we are looking for a psychologist to conduct individual psychosocial sessions for women. LOT 1 Individual sessions for women in Konotop (Sumy region) detailed specification in […]",,Wrong sector / domain,1,uk,https://www.prostir.ua/?grants=posluhy-psyholohayni-dlya-provedennya-indyvidualnyh-psyhosotsialnyh-sesij-dlya-zhinok,https://www.prostir.ua/category/jobs/
8b99dZJjlavZIrIXJCv0,Procurement of expert services for strategic planning of education development in territorial communities,Громадська організація «Розвиток громадянських компетентностей в Україні» (ГО «ДОККУ»),Prostir.UA,Dismissed,Ukraine,"capacity building, governance, education",2026-05-07,2026-05-08,2026-05-18,"This is a procurement notice from the Public Organization ""Development of Civic Competencies in Ukraine"" (PO ""DOKKU"") for expert services in strategic planning for education development in territorial communities. The services are part of the Swiss-Ukrainian DECIDE Project Phase 2. Interested parties are invited to submit price proposals by May 18, 2026.","Procurement for the provision of expert services for strategic planning of education development in territorial communities within the framework of the Swiss-Ukrainian DECIDE Project. The Public Organization ""Development of Civic Competencies in Ukraine"" (PO ""DOKKU"") is conducting a request for price proposals among suppliers for the procurement of expert services for strategic planning of education development in territorial communities within the framework of the Swiss-Ukrainian DECIDE Project Phase 2 ""Decentralization for the Development of Democratic Education"". Content of price proposals (with technical specifications, supporting documents, and instructions for submitting a request can be found at the link HERE): If you are interested in the offer and ready to become part of the team, please send your commercial proposal by 15:00 on May 18, 2026, to the email address: jobindoccu@gmail.com (in the subject line, indicate: ""Procurement of expert services for strategic planning of edu",,Wrong sector / domain,1,uk,https://www.prostir.ua/?grants=zakupivlya-posluh-ekspertaekspertky-zi-stratehichnoho-planuvannya-rozvytku-osvity-v-terytorialnyh-hromadah,https://www.prostir.ua/category/jobs/
N4XKQa9ywHCDnU9vEnXV,Effectiveness Study of Awareness-Raising Campaign on Gender Roles and Gender Equality in Skills Training and Employment,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,GIZ,Dismissed,,"Gender, Gender Analysis, Gender Mainstreaming, Livelihoods, Skills Training, Employment, Research, Evaluation, Assessment, Capacity Building, Training",2026-05-07,2026-05-08,2026-06-01,This tender seeks an effectiveness study for an awareness-raising campaign focused on gender roles and gender equality within skills training and employment programs. The study will likely involve assessing the campaign's impact and outcomes.,This tender seeks an effectiveness study for an awareness-raising campaign focused on gender roles and gender equality within skills training and employment programs. The study will likely involve assessing the campaign's impact and outcomes.,,,2,de,https://ausschreibungen.giz.de/Satellite/public/company/projectForwarding.do?pid=50661,https://ausschreibungen.giz.de/Satellite/company/welcome.do
4l6SmvnxZZ39VGhccXfL,Protection Project Manager Sudan Tawila,Norwegian Refugee Council,ReliefWeb,Dismissed,Sudan,"protection, capacity building, training, humanitarian, protection, GBV, gender, child protection, conflict-affected communities, Fragile contexts, Vulnerable Populations, Marginalised Groups, Host Communities, Gender Analysis, Gender Mainstreaming, Psychosocial Support, MHPSS, Do No Harm, Humanitarian Access",2026-05-07,2026-05-08,2026-05-23,"The Norwegian Refugee Council (NRC) is seeking a Protection Project Manager to lead their protection programs in North Darfur, Sudan, focusing on the Protection from Violence (PfV) portfolio. This role involves ensuring effective project management, high-quality program delivery, and capacity building for project staff. Strong coordination, communication, and advocacy skills are essential for this position.","Norwegian Refugee Council: What we are looking for All NRC employees are expected to work in accordance with the organization’s values. To be dedicated, innovative, inclusive and accountable are attitudes and beliefs that shall guide our actions and relationships. The Protection Project Manager will lead NRC’s protection programmes in North Darfur, Sudan, with a primary focus on the Protection from Violence (PfV) portfolio. The role is responsible for ensuring effective project cycle management and high quality programme delivery in line with NRC strategies and donor requirements. The position will also support capacity building of project staff through mentoring and technical guidance. The successful candidate will demonstrate strong coordination, communication, and advocacy skills",,Not a tender,1,en,https://reliefweb.int/job/4211032/protection-project-manager-sudan-tawila,https://reliefweb.int/jobs
T37b1Dc9YouzDNuUsDu6,Review the Uganda Forest Management Planning Guidelines,International Union for Conservation of Nature,ReliefWeb,Dismissed,,"research, climate, development",2026-05-07,2026-05-08,2026-05-20,"The International Union for Conservation of Nature (IUCN) Uganda Country Office is seeking proposals to review the Uganda Forest Management Planning Guidelines. This initiative is part of the Forest Landscape Restoration (FLR) Implementation Hub, focused on delivering the Bonn Challenge and supporting forest landscape restoration strategies to meet national climate and development targets.",International Union for Conservation of Nature: Request for Proposals (RfP) Review the Uganda Forest Management Planning Guidelines Requested by IUCN Uganda Country Office (UCO) Land Systems Programme under the Forest Landscape Restoration (FLR) Implementation Hub: Delivering the Bonn Challenge. Responsive and Needs-Driven Support and Financing for the Implementation of Carbon-Intensive Forest Landscape Restoration Strategies Delivering National Climate and Development Targets. Project Nunber: P03298 RfP Reference Number: IUCN-26-04-P03298-08. Welcome to this Procurement by IUCN. You are hereby invited to submit a Proposal. Please read the information and instructions carefully because non-compliance with the instructions may result in disqualification of your Proposal from this Procurement.,,Wrong sector / domain,1,en,https://reliefweb.int/job/4211049/review-uganda-forest-management-planning-guidelines,https://reliefweb.int/jobs
0CVYhRWTN4aQ9ZVv36qL,"CONSULTANCY FOR THE TECHNICAL, PEDAGOGICAL AND METHODOLOGICAL REDESIGN OF THE EMERGENCY EDUCATION (EIE) PRIMER",Norwegian Refugee Council,ReliefWeb,Dismissed,,"Education, protection, humanitarian, child protection, Methodology, Capacity building",2026-05-08,2026-05-08,2026-05-19,"The Norwegian Refugee Council (NRC) is seeking consultancy services to technically, pedagogically, and methodologically update its Emergency Education primer. This update will focus on age segmentation, protection, risk prevention, and socio-emotional skills, ensuring alignment with INEE standards and cultural contexts for children affected by humanitarian crises.","Norwegian Refugee Council: Technically, pedagogically and methodologically update the NRC Emergency Education primer, through segmentation by age groups, strengthening the protection approach and incorporating updated content on risk prevention and socio-emotional skills, guaranteeing its alignment with the standards defined in the INEE, as well as with the cultural particularities of the context, ensuring its relevance, accessibility and adaptability for children and adolescents affected by humanitarian crises. This update must include recommendations on the design of the primer for the 2 age cycles identified. Among the specific objectives are: - Adequately adapt the content of the primer pedagogically and didactically through segmentation",,Wrong sector / domain,1,en,https://reliefweb.int/job/4211091/consultoria-para-el-rediseno-tecnico-pedagogico-y-metodologico-de-la-cartilla-de-educacion-en-emergencias-eie,https://reliefweb.int/jobs
ENAdkrAIqmB8EJ1cXXCz,"National Consultant for the Final Evaluation of the Joint UNDP-World Bank Project ""ALPS""",UNDP,Darpe,Dismissed,,"evaluation, M&E, assessment, research, data, Impact Assessment",2026-04-21,2026-05-07,2026-05-11,"This is a call for a National Consultant to conduct the final evaluation of the joint UNDP-World Bank project ""ALPS"". The deadline for submission is May 11, 2026.","This is a call for a National Consultant to conduct the final evaluation of the joint UNDP-World Bank project ""ALPS"". The deadline for submission is May 11, 2026.",,,2,en,https://darpe.me/darpe-entries/consultant-national-pour-levaluation-finale-du-projet-conjoint-pnud-banque-mondiale-alps/,https://darpe.me/tenders-and-grants/
6lnNRfLP8nlE7LpcGuyU,"Capacity building for members of inspections and intermediate cadres of FSI, as well as directorates involved in the accountability axis",UNDP,Darpe,Dismissed,,"capacity building, training, accountability",2026-04-15,2026-05-07,2026-05-11,"This is a tender for capacity building services targeting inspection members, intermediate cadres of FSI, and directorates focused on accountability. The objective is to enhance their skills and knowledge in areas related to accountability mechanisms.","Capacity building for inspection members, intermediate cadres of FSI, and directorates involved in accountability. Posted on April 15, 2026, with a deadline of May 11, 2026.",,,2,en,https://darpe.me/darpe-entries/renforcement-des-capacites-des-membres-des-inspections-et-des-cadres-intermediaires-des-fsi-ainsi-que-des-directions-impliquees-dans-laxe-redevabilite/,https://darpe.me/tenders-and-grants/
F8lVL73BX04x9UMdCBFf,Consultancy for Value Chain Analysis and Simplified Economic and Social Appraisals for Productive Activity Investments in Lebanon,UNDP,Darpe,Dismissed,"Lebanon, Lebanese","Value Chain Assessment, Market Analysis, Economic Recovery, Livelihoods",2026-04-19,2026-05-07,2026-05-14,"This is a consultancy opportunity for conducting a value chain analysis and simplified economic and social appraisals for productive activity investments in Lebanon. The deadline for submission is May 14, 2026.","Consultancy for value chain analysis and economic/social appraisals for productive activity investments in Lebanon. Posted on April 19, 2026, with a deadline of May 14, 2026.",,,2,en,https://darpe.me/darpe-entries/consultancy-for-value-chain-analysis-and-simplified-economic-and-social-appraisals-for-productive-activity-investments-in-lebanon/,https://darpe.me/tenders-and-grants/
8g20mmQKaNlqiDsQl4yT,Provision of Trainer Services within the framework of the project entitled “EmpoweerNEET MED”,KMOP,Darpe,Dismissed,,"training, capacity building",2026-05-06,2026-05-07,2026-05-25,"This is a tender for the provision of trainer services for the ""EmpoweerNEET MED"" project. The deadline for submission is May 25, 2026. This opportunity is focused on delivering training services.","This is a tender for the provision of trainer services for the ""EmpoweerNEET MED"" project. The deadline for submission is May 25, 2026. This opportunity is focused on delivering training services.",,,2,en,https://darpe.me/darpe-entries/provision-of-trainer-services-within-the-framework-of-the-project-entitled-empoweerneet-med/,https://darpe.me/tenders-and-grants/
2aEdHfrwdbuanl5Uxd3c,Call for Tenders (LOT 1) – Technical Assistance in Education (Sudan),expertise-france,Coordination SUD,Dismissed,Sudan,"Education, capacity building, training",2026-04-20,2026-05-07,2026-05-15,"Expertise France is seeking technical assistance for education programs in Sudan, specifically focusing on pre-service teacher training and professional development. This tender is for opportunities valued over 10,000€.","Expertise France is launching a call for tenders (LOT 1) for technical assistance in education in Sudan, focusing on pre-service teacher training and professional development. This tender is for opportunities exceeding 10,000€.",,,2,fr,https://www.coordinationsud.org/appel-offre/call-for-tenders-lot-1-technical-assistance-in-education-sudan/,https://www.coordinationsud.org/appels-doffres/
AaQ2fAxCFXaNWrNHywmv,10001912-Support in occupational standards/curricula modernisation in industrial & environmental safety & SE; ToTs and piloting,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,GIZ,Dismissed,,"training, capacity building, research",2026-05-07,2026-05-07,2026-06-08,This tender seeks support for modernizing occupational standards and curricula in industrial and environmental safety. The scope includes Training of Trainers (ToTs) and piloting activities. The procurement is being managed by Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH.,"Support in modernizing occupational standards and curricula in industrial and environmental safety, including Training of Trainers (ToTs) and piloting. This tender is posted by Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH.",,,2,de,https://ausschreibungen.giz.de/Satellite/public/company/projectForwarding.do?pid=50638,https://ausschreibungen.giz.de/Satellite/company/welcome.do
PgOcJSVQvOYznc3kseqV,NPA - End-Term Evaluation | Social Reintegration and Resilience to Combat Radicalisation in NES,NPA,NGOs-Jobs/Bids,Dismissed,Northeast Syria,"evaluation, resilience, radicalisation, social cohesion, reintegration",2026-05-06,2026-05-07,2026-05-21,"This is a tender for an end-term evaluation of a project focused on social reintegration and resilience to combat radicalization in Northeast Syria (NES). The evaluation will assess the project's effectiveness and impact. The deadline for offers is May 21, 2026.","NPA is conducting an end-term evaluation for a project focused on social reintegration and resilience to combat radicalization in NES. The tender number is ITT232-AMD-26-075 and the deadline for offers is May 21, 2026.


https://www.nsjobs.net/tenders/details/mQE1ccswEr1778059158",,Duplicate,2,en,https://ngosjobs-bids.com/index.php/bids/5901-njb5901-npa-end-term-evaluation-social-reintegration-and-resilience-to-combat-radicalisation-in-nes,https://ngosjobs-bids.com/index.php/bids
FMJ5FCoZ4SKRznqmccSD,Tender for the installation of a hybrid solar power station (DeirEzzor Guesthouse),غير معلن,NSJobs,Dismissed,Syria,"infrastructure, climate",2026-04-15,2026-05-07,2026-05-14,"This is a tender for the installation of a hybrid solar power station at the DeirEzzor Guesthouse. The client is currently unspecified, and there are approximately 7 hours remaining until the deadline.","This is a tender for the installation of a hybrid solar power station at the DeirEzzor Guesthouse. The client is currently unspecified, and there are approximately 7 hours remaining until the deadline.",,,1,ar,https://www.nsjobs.net/tenders/details/1uFsj5Kih41776257838,https://www.nsjobs.net/tenders/list
TVhjuewHkEDCWf8Lag2x,Framework Agreement for WASH Services in NES areas,NRC,NRC,Dismissed,Northeast Syria,"WASH, humanitarian, infrastructure",2026-05-06,2026-05-07,,"This tender seeks a Framework Agreement for Water, Sanitation, and Hygiene (WASH) services in Northeast Syria (NES) areas. The Norwegian Refugee Council (NRC) is the contracting organization for this opportunity.","This tender seeks a Framework Agreement for Water, Sanitation, and Hygiene (WASH) services in Northeast Syria (NES) areas. The Norwegian Refugee Council (NRC) is the contracting organization for this opportunity.",,,2,en,https://www.nrc.no/tender/framework-agreement-for-wash-services-in-nes-areas,https://www.nrc.no/procurement/
CZL3oD3Uw29uwy46O9w5,Competition for a communication campaign to counter the stigmatization of people with disabilities,Momentum Wheels for Humanity,GURT Ukraine,Dismissed,Ukraine,"Disability Inclusion, Social Cohesion, Communication Campaign",,2026-05-07,2026-05-21,"Momentum Wheels for Humanity in Ukraine is seeking price proposals for a communication campaign aimed at combating the stigmatization of people with disabilities as part of their Rehab4U project. The deadline for submitting proposals is May 21, 2026.","Momentum Wheels for Humanity organization in Ukraine, implementing the Rehab4U project (Rehabilitation in Ukraine), announces a request for price proposals (RFP) for the implementation of a communication campaign to counter the stigmatization of people with disabilities. Proposal submission deadline: May 21, 2026.",,,1,uk,http://gurt.org.ua/news/grants/111361/,https://gurt.org.ua
IXMMrXjJa71W9kaLCgLD,RFP-SDN-PZU-26-017-Victim Assistance Consultancy for DRC Sudan.,Danish Refugee Council,ReliefWeb,Dismissed,"Sudan, Sudanese","protection, humanitarian, livelihoods, economic recovery, conflict-affected communities, Fragile contexts, Vulnerable Populations, Marginalised Groups, Displacement, refugee, IDP, Shelter, Non-Food Items (NFI), Non-Food Items, Social Cohesion, Gender Analysis, Gender Mainstreaming, Livelihoods, Psychosocial Support, MHPSS, Do No Harm, Data Collection, Post Distribution Monitoring, Household Surveys, Secondary Data Review, Desk Review, Focus Group Discussions, Key Informant Interviews, Quantitative and Qualitative Methods, Quantitative, Qualitative, Methodology, Verification of Delivery, Activity Verification, Value Chain Assessment, Market Analysis, Labour Market Assessment, Stakeholder Mapping, Impact Assessment, Context Analysis, Perception Polls, Community Perception Studies, Community Perception, Multi-Sector Needs Assessments, MSNA, Holistic Resilience Assessments, Resilience Assessments, Critical Infrastructure, Development, Digital Utilities, Climate Change, Sustainability, Humanitarian Access, Reintegration, Radicalisation, Child Labour, Child Conscription, Disability Inclusion, Special Needs Assessment, Direct Observations, Social Media Monitoring, Analytical Frameworks, Data Visualisation, Data Visualization",2026-05-06,2026-05-07,2026-05-19,"The Danish Refugee Council (DRC) is seeking consultancy services to support the setup and planning of a Victim Assistance program in Sudan. This initiative aligns with DRC's long-standing work in the country, which includes protection, emergency response, and economic recovery.","Danish Refugee Council: Founded in 1956, the Danish Refugee Council (DRC) is a leading international NGO and one of the few with specific expertise in forced displacement. DRC protects, advocates, and builds sustainable futures for refugees and other displacement-affected people and communities. DRC works during displacement at all stages: in acute crisis, in displacement, and on achieving durable solutions. DRC has been registered in Sudan since 2004, delivering life-saving programming in protection, emergency response, shelter, food security and livelihoods, disaster risk reduction, camp management, and humanitarian mine action, as well as long-term economic recovery and peacebuilding. 2. Purpose of the consultancy The objective of this consultancy is to support the set-up and planning of a Victim As",,"Wrong sector / domain, Wrong geography",1,en,https://reliefweb.int/job/4210892/rfp-sdn-pzu-26-017-victim-assistance-consultancy-drc-sudan,https://reliefweb.int/jobs
